datetime,p05,p25,p50,p75,p95
2026-08-31,0.3571233620702753,1.3428140414097145,2.07813518802872,2.824010597097676,3.593653138464842
2026-09-01,1.0761160885581105,1.624944628636677,2.2776138186764214,2.624695259476739,3.6788272921560505
2026-09-02,1.0733971371961917,1.6059723535955892,2.1111246102863506,2.7267307168496444,3.326615371635093
2026-09-03,0.15012703185720266,1.6953813098245878,2.1148029165829074,2.5852273833133896,3.109048344225279
2026-09-04,0.9173491360467926,1.7038586076211724,2.220439010906875,2.71036551849552,3.2643130148423367
2026-09-05,0.799351850017101,1.5009411637876378,2.2988760433670845,2.9664278110160187,3.3781965584797002
2026-09-06,0.970692603207592,1.7411252775344637,2.326921832743191,2.783389686069185,3.5510057106711965
2026-09-07,1.1811619044805246,1.6731590353111543,2.3926703690395823,2.6768583505636805,3.5642845709766027
2026-09-08,0.978998876170496,1.574563557587422,2.317509700023002,2.675133379267893,3.3971624983424125
2026-09-09,1.1021294448435108,1.6141516306463606,2.1968468643157335,2.5646845384417283,3.237761118950709
2026-09-10,0.8996432893426111,1.736320343857236,2.0366081088893684,2.576028880659914,3.2760953597834233
2026-09-11,0.9043859175263284,1.4022996658445255,1.8265484241633936,2.5456992542003514,3.221600648301437
2026-09-12,0.6717822285476224,1.1911121195695231,2.035783894539344,2.6960418218341946,3.2625573825807486
2026-09-13,0.7269471171421231,1.3195920327007924,2.0683897188350366,2.5598238726366707,3.4273855542054177
2026-09-14,0.5043448993971805,1.7235549482459,2.1545309229409875,2.785746341947135,3.7191592280233388
2026-09-15,0.49584820068879354,1.6406753410968709,2.122919207267817,2.7914883256639618,3.535456151196254
2026-09-16,0.7298608970603784,1.6806057532874301,2.407791149689336,2.7229307369771507,3.466154199945794
2026-09-17,0.6125868623027367,1.7952886208293592,2.456663192185591,3.048660120435393,3.6197047439906433
2026-09-18,1.4147495590159485,1.7551599787383525,2.2699424811903914,2.737817889330793,3.583593563913181
2026-09-19,1.0056558611021096,1.5283303168005653,2.4303051880589104,3.003339984725961,3.164104144236261
2026-09-20,1.1726875385950848,1.7694378533728212,2.3477589608846823,2.9693842461841857,3.322341063697693
2026-09-21,1.4245808454286122,1.893776807820774,2.376529452574114,3.171986744899055,3.8680365881368077
2026-09-22,1.0927649721649568,1.8593894760223366,2.4206899728974847,2.938939358188658,3.4707300236016385
2026-09-23,1.1415182201962668,1.6962920200435416,2.475746658136085,3.0610264941383925,3.5886899673984534
2026-09-24,1.249429498847328,2.0311079456636,2.227060453503926,3.1416579104883753,3.819703892350726
2026-09-25,1.4279831590484746,1.9881630603505183,2.528216471681732,3.151125394733073,4.117988573072004
2026-09-26,1.5638864080008128,2.3184342559496267,2.724305676571351,3.307036790499883,3.728561384322566
2026-09-27,1.5685821115752807,2.0150348648285843,2.3509690687718785,3.2234784979568065,3.92486739472704
2026-09-28,1.3467624996528307,2.161718001565246,2.669428082587484,3.2124626487911616,4.075896006452819
2026-09-29,1.5408354832124835,2.2872231772223603,2.7535940436607893,3.2990607956404325,3.823709313489209
