datetime,p05,p25,p50,p75,p95
2026-05-20,0.09771201554878783,1.0277235540447114,1.7630332104238122,2.50890724948722,3.2785471570127207
2026-05-21,0.8421175102397305,1.390942711133385,2.0436076781819743,2.390692645785127,3.4448261578437496
2026-05-22,0.8797554177101283,1.4123279347753157,1.9174772766691202,2.5330883209506916,3.132972428176047
2026-05-23,0.014061657279556883,1.5147338588661157,1.9341540381130693,2.4045786138937038,2.9283987893172143
2026-05-24,0.7312969796098356,1.5178062029194015,2.0343853370230973,2.5243131577959623,3.078260755306922
2026-05-25,0.5955053038136742,1.2970952023100555,2.0950286012321313,2.7625807189156157,3.1743499513867737
2026-05-26,0.7406921982122517,1.511124439243038,2.096921675218825,2.5533890530091976,3.3210049668618566
2026-05-27,0.9193583560671672,1.411355406346118,2.1308670010981503,2.4150543322784603,3.302481074023131
2026-05-28,0.6815714502287414,1.2771361309174456,2.0200819807008568,2.377705799716453,3.099734786876577
2026-05-29,0.7664961879655189,1.2785183991504203,1.861213580410385,2.229051414222628,2.9021279403576856
2026-05-30,0.5240670545538518,1.3607440095234806,1.6610317149009384,2.20045256615906,2.9005191538053228
2026-05-31,0.4877103344327912,0.9856240759593291,1.4098728551441753,2.129023703211507,2.804925114184311
2026-06-01,0.2132563694313181,0.7325862645969227,1.5772580952454354,2.237515956005235,2.804031544447006
2026-06-02,0.2261075517479023,0.8187524987725063,1.5675501503727822,2.0589843504176324,2.9265460765575786
2026-06-03,0.022021017718702907,1.1801473444930841,1.6111233108810867,2.2423387461380377,3.1757516376439674
2026-06-04,0,1.0546017100386895,1.5368456206030738,2.2054147033908564,2.949382525616846
2026-06-05,0.10114456159425633,1.0518894187742207,1.7790748093306707,2.094214397821603,2.837437871907864
2026-06-06,0.07372203544116396,1.1240506064010671,1.7854251778392565,2.3774221098594945,2.9484667321547673
2026-06-07,0.7011928013606492,1.0416032162538023,1.5563857328613477,2.0242611295408506,2.8700368029214123
2026-06-08,0.2500545104078383,0.7727289647198204,1.6747038416505933,2.247738637165365,2.408502799562054
2026-06-09,0.37537974670887786,0.9721300613507985,1.5504511700051369,2.1720764552221548,2.5250332724232916
2026-06-10,0.5859637787963331,1.055159741112507,1.5379123867969398,2.333369676520922,3.029419520766332
2026-06-11,0.21329133622424623,0.9799158409584916,1.5412163364482132,2.0594657236213627,2.5912563876079444
2026-06-12,0.2216937744277686,0.7764675736788519,1.5559222115926468,2.1412020478000664,2.668865521280514
2026-06-13,0.2898111965278174,1.071489643282396,1.2674421515585257,2.182039608317387,2.8600855898477215
2026-06-14,0.42917770317159853,0.9893576046510864,1.5294110157969367,2.152319938829126,3.119183117114548
2026-06-15,0.5265490559573288,1.281096904102641,1.686968324488271,2.2696994386798677,2.691224032460406
2026-06-16,0.49341563435188285,0.9398683875151363,1.2758025912145992,2.1483120205335178,2.849700917300414
2026-06-17,0.23451622142528505,1.0494717233388808,1.5571818043603383,2.1002163705279595,2.9636497281890772
2026-06-18,0.39230436223785736,1.1386920562467298,1.6050629225856574,2.15052967457867,2.675178192454915
