datetime,p05,p25,p50,p75,p95
2026-07-02,0,0.616665733710012,1.3519868803290174,2.0978622893979733,2.867504830765139
2026-07-03,0.3524906729658155,0.901319213044382,1.553988403084126,1.9010698438844442,2.9552018765637555
2026-07-04,0.3400394976198635,0.8726147140192609,1.3777669707100224,1.9933730772733163,2.593257732058765
2026-07-05,0,0.9442846471959581,1.3637062539542781,1.8341307206847604,2.3579516815966497
2026-07-06,0.16867441264380123,0.929869311828907,1.4464497151146092,1.9363762227032546,2.490323719050071
2026-07-07,0.03570620741747954,0.7008260827190311,1.4987609622984779,2.166312729947412,2.578081477411094
2026-07-08,0.142515370567335,0.9129480448942068,1.4987446001029339,1.9552124534289281,2.72282847803094
2026-07-09,0.323865832504327,0.8158629633349566,1.5353742970633846,1.8195622785874828,2.7069884990004045
2026-07-10,0.09212790472445975,0.6876925861413861,1.430638728576966,1.7882624078218572,2.510291526896377
2026-07-11,0.18564135486011468,0.6976635406629651,1.2803587743323377,1.6481964484583322,2.3212730289673136
2026-07-12,0,0.7904616271718177,1.0907493922039506,1.6301701639744954,2.3302366430980053
2026-07-13,0,0.4275215928510937,0.8517703511699617,1.5709211812069195,2.2468225753080047
2026-07-14,0,0.18801433014536673,1.0326861051151872,1.6929440324100387,2.259459593156592
2026-07-15,0,0.2888845104356027,1.0376821965698466,1.5291163503714809,2.396678031940228
2026-07-16,0,0.666032269027405,1.0970082437224924,1.7282236627286398,2.661636548804844
2026-07-17,0,0.5571991131072822,1.0394429792782283,1.708012097674373,2.4519799232066655
2026-07-18,0,0.5720925196972428,1.2992779160991486,1.6144175033869634,2.357640966355607
2026-07-19,0,0.6627014016834658,1.324075973039697,1.916072901289499,2.4871175248447503
2026-07-20,0.25909181387926294,0.599502233601667,1.114284736053706,1.5821601441941078,2.427935818776496
2026-07-21,0,0.3506415141856203,1.2526163854439654,1.8256511821110162,1.9864153416213162
2026-07-22,0.003751181947330262,0.5707901033304649,1.149111210842326,1.7707364961418293,2.1236933136553366
2026-07-23,0.20607623240850015,0.6752721948006619,1.1580248395540016,1.9534821318789426,2.6495319751166964
2026-07-24,3.541654460733623e-4,0.622157849922494,1.183458346797642,1.7017077320888148,2.233498397501797
2026-07-25,0.03162965766489523,0.44148908413336396,1.2209437222259072,1.8062235582282156,2.3338870314882754
2026-07-26,0.001596146350455907,0.7599135340607115,0.9558660419010379,1.870463498885487,2.5485094807478372
2026-07-27,0.14159963253238317,0.701779533834427,1.2418329451656405,1.8647418682169818,2.831605046555912
2026-07-28,0.2635371210878562,1.0180849690366696,1.4239563896583944,2.0066875035869263,2.4282120974096086
2026-07-29,0.2555099199253774,0.7019626731786813,1.037896877121975,1.9104063063069034,2.6117952030771363
2026-07-30,0.04757554240931805,0.8371837895919726,1.34489387061421,1.8879284368178877,2.7513617944795445
2026-07-31,0.20611669899566532,0.9525043930055421,1.4188752594439706,1.9643420114236136,2.4889905292723897
