datetime,p05,p25,p50,p75,p95
2026-08-08,0.11571194091991222,1.0637168429897392,1.7990379895889668,2.5449133986241614,3.3145559399803064
2026-08-09,0.7120214941424039,1.260850034207899,1.9135192242303247,2.260600665032303,3.314732697728483
2026-08-10,0.6497309213555115,1.1823061377371635,1.6874583944273287,2.3030645010029205,2.9029491557902927
2026-08-11,0,1.229311643482192,1.6487332502394587,2.119157716974888,2.6429786778743996
2026-08-12,0.4205280450008615,1.2070375165740244,1.7236179198550807,2.213544427449362,2.7674919237929174
2026-08-13,0.2797474585418125,0.9813367723117334,1.7792716518877294,2.44682341953805,2.8585921670040597
2026-08-14,0.43381363807543605,1.2042463123985108,1.7900428676110318,2.246510720935216,3.014126745536599
2026-08-15,0.6308759711067874,1.122873101937211,1.8423844356657622,2.1265724171866385,3.0139986376033825
2026-08-16,0.41807920127757336,1.0136438826943523,1.756590025128402,2.1142137043737854,2.836242823446911
2026-08-17,0.532620118028235,1.0446423038312198,1.6273375375002597,1.9951752116271757,2.668251792135513
2026-08-18,0.32310318310272035,1.1597802376171313,1.460068002648402,1.9994887744198278,2.699555253544059
2026-08-19,0.322051511089532,0.8199652594078064,1.2442140177266017,1.9633648477638794,2.6392662418648847
2026-08-20,0.08467622312550638,0.6040061141473331,1.4486778891174326,2.1089358164120706,2.6754513771587236
2026-08-21,0.13595081502385398,0.7285957305825126,1.47739341671675,1.9688275705186427,2.836389252087465
2026-08-22,0,1.1294564090920531,1.5604323837870764,2.191647802793269,3.1250606888696115
2026-08-23,0,1.04420134563427,1.5264452118053533,2.1950143302013423,2.9389821557335827
2026-08-24,0.13169808598036425,1.0824429422074195,1.809628338609305,2.124767925897118,2.8679913888658475
2026-08-25,0.10974542582893476,1.196097397085886,1.8574719684421117,2.4494688966919242,3.0205135202471656
2026-08-26,0.8151731522077029,1.1555835719300835,1.6703660743821722,2.1382414825225435,2.984017157104918
2026-08-27,0.40632615752908063,0.9290006132275335,1.8309754844859087,2.404010281152938,2.564774440663249
2026-08-28,0.5742287491267213,1.1709790639044553,1.749300171416329,2.370925456715823,2.723882274229323
2026-08-29,0.8276117280871197,1.2968076904792794,1.7795603352326228,2.5750176275575507,3.271067470795312
2026-08-30,0.4979000888839169,1.2645245927413011,1.8258250896164414,2.3440744749076194,2.875865140320597
2026-08-31,0.5493685485022295,1.104142348349502,1.8835969864420445,2.468876822444352,2.996540295704415
2026-09-01,0.6606026131253758,1.442281059941647,1.638233567781976,2.5528310247664225,3.2308770066287718
2026-09-02,0.8430831251418247,1.403263026443869,1.9433164377750818,2.566225360826423,3.5330885391653535
2026-09-03,0.9835134874949444,1.7380613354437595,2.1439327560654826,2.7266638699940158,3.1481884638166973
2026-09-04,0.9933323404330032,1.4397850936863072,1.7757192976295995,2.648228726814529,3.349617623584762
2026-09-05,0.7772271846866209,1.5921826865990365,2.099892767621274,2.642927333824952,3.506360691486609
2026-09-06,0.9776006457212187,1.7239883397310956,2.190359206169524,2.735825958149167,3.2604744759979436
