datetime,p05,p25,p50,p75,p95
2026-07-28,0,0.70665134968081,1.4419724962998155,2.1878479053687716,2.957490446735937
2026-07-29,0.4208566689257981,0.9696852090043644,1.6223543990441087,1.9694358398444267,3.023567872523738
2026-07-30,0.4001670077760816,0.9327422241754793,1.4378944808662404,2.0535005874295345,2.6533852422149833
2026-07-31,0,1.0051501388655724,1.4245717456238922,1.8949962123543744,2.418817173266264
2026-08-01,0.21098837326546738,0.9974978448398475,1.5140782481255495,2.0040047557141953,2.5579522520610114
2026-08-02,0.07767333639872742,0.7792626501692641,1.577197529748711,2.244749297397645,2.656518044861327
2026-08-03,0.2344741249884884,1.0049067993153598,1.5907033545240867,2.047171207850081,2.8147872324520926
2026-08-04,0.4311640134081036,0.9231611442387333,1.6426724779671613,1.9268604594912593,2.8142866799041815
2026-08-05,0.2159758653117373,0.8115405467286634,1.5544866891642435,1.9121103684091345,2.634139487483654
2026-08-06,0.3268364114940002,0.8388585972968502,1.4215538309662235,1.7893915050922176,2.462468085601199
2026-08-07,0.11284057643928169,0.9495176309539065,1.2498053959860391,1.7892261677565842,2.4892926468800938
2026-08-08,0.10684179708698593,0.6047555454051832,1.0290043037240508,1.7481551337610086,2.424056527862094
2026-08-09,0,0.3836042956862433,1.2282760706560638,1.888533997950915,2.4550495586974685
2026-08-10,0,0.5029083504557574,1.2517060365900017,1.7431401903916357,2.6107018719603827
2026-08-11,0,0.8984935671504426,1.3294695418455302,1.9606849608516774,2.894097846927882
2026-08-12,0,0.8080445462577687,1.290288412428715,1.9588575308248597,2.7028253563571525
2026-08-13,0,0.8412235204289729,1.5684089168308781,1.8835485041186932,2.626771967087337
2026-08-14,0,0.949982013154177,1.6113565845104083,2.20335351276021,2.774398136315461
2026-08-15,0.5643540083947619,0.9047644281171658,1.4195469305692048,1.8874223387096063,2.733198013291994
2026-08-16,0.15101436904662835,0.6736888247450842,1.5756636960034296,2.14869849267048,2.3094626521807804
2026-08-17,0.3146498210846296,0.9114001358623655,1.489721243374227,2.11134652867373,2.4643033461872372
2026-08-18,0.5640024380550431,1.0331984004472052,1.515951045200545,2.311408337525486,3.007458180763239
2026-08-19,0.23050630697913155,0.9971308108365113,1.5584313077116596,2.076680693002832,2.608471358415814
2026-08-20,0.27844368224490135,0.8332174820921763,1.6126721201847194,2.197951956187027,2.7256154294470876
2026-08-21,0.38640646812203827,1.1680849149383097,1.3640374227786358,2.2786348797630853,2.9566808616254354
2026-08-22,0.5658810420546406,1.1260609433566842,1.6661143546878978,2.289023277739239,3.2558864560781697
2026-08-23,0.7035756621426501,1.4581235100914642,1.8639949307131887,2.4467260446417205,2.868250638464403
2026-08-24,0.7109332648779152,1.1573860181312194,1.4933202220745128,2.3658296512594417,3.0672185480296745
2026-08-25,0.49264516789049484,1.3076006698029103,1.815310750825148,2.3583453170288258,3.221778674690483
2026-08-26,0.6911173862094956,1.4375050802193723,1.9038759466578012,2.449342698637444,2.9739912164862203
