datetime,site_id,observation,forecast_lower_95,forecast_lower_50,forecast_median,forecast_upper_50,forecast_upper_95,analysis_lower_95,analysis_lower_50,analysis_median,analysis_upper_50,analysis_upper_95
2026-04-21,1,NA,0.5539416078330291,1.6197511926248072,2.0613384947219804,2.8620294916004863,3.185274318592522,0.5539416078330291,1.6197511926248072,2.0613384947219804,2.8620294916004863,3.185274318592522
