datetime,observation,forecast_lower_95,forecast_lower_50,forecast_median,forecast_upper_50,forecast_upper_95,analysis_lower_95,analysis_lower_50,analysis_median,analysis_upper_50,analysis_upper_95,K,P_f,P_a
2026-04-22,NA,0.6990049247271697,1.6421126541648232,2.1810956023376487,2.574631119040723,3.5362152950285273,0.6990049247271697,1.6421126541648232,2.1810956023376487,2.574631119040723,3.5362152950285273,0,0.53348599193369906,0.53348599193369906
2026-04-23,NA,0.6285905855709635,1.7839930849890822,2.195079335464346,2.583876455971896,3.592565761554719,0.6285905855709635,1.7839930849890822,2.195079335464346,2.583876455971896,3.592565761554719,0,0.5286492911930608,0.5286492911930608
2026-04-24,0.4490304333823068,0.7464432779711585,1.8784035193205688,2.3856026488037543,2.715877001992814,3.1242650596656754,0.2193441631784675,0.6726269527972181,0.8402199392917644,1.0245017238049479,1.516213289690649,0.744453971956373,0.4757630129291071,0.09965317737239969
2026-04-25,0.4949610710144043,0.1442913946203233,0.5657774044538597,1.1788740977423822,1.6732390717087695,2.2702373903514723,0.08246018103059355,0.48321208680136085,0.631397516277747,0.9877125546838901,1.3272753995451638,0.7047114039972021,0.3897504130706105,0.11685280497635184
2026-04-26,0.4809631019830703,0.40778223304602856,0.8392955433398526,1.2123554706268425,1.4834117433206957,2.315025849022014,0.23717819102605375,0.5225490367123394,0.6927305692853585,0.9112357971166442,1.1272277641666903,0.6430710109673587,0.29423821013944634,0.058738116214826115
2026-04-27,0.5907195448875427,0.24468391304661097,0.8339435667768822,1.2041817714246643,1.6235247602092433,2.254788146992281,0.2780868668984144,0.6984956224887883,0.8121610659215364,1.0984297987620295,1.642278781223738,0.6291028598907343,0.27700661125320425,0.11979614749181215
2026-04-28,0.4308120720088482,0.16533680054772193,0.8310750779456967,1.4480856700860356,1.8663692519608799,2.3193974262824844,0.07814641072856637,0.44457550862921735,0.6727456736408293,1.0435553264052235,1.4938290842272806,0.7105583095925952,0.4009226536850723,0.14036900302008212
2026-04-29,NA,-0.21721615259216986,0.6856368626897148,1.0003457628789483,1.378949193190284,2.0619734625359816,-0.21721615259216986,0.6856368626897148,1.0003457628789483,1.378949193190284,2.0619734625359816,0,0.3192033894055024,0.3192033894055024
2026-04-30,NA,7.278927891370968e-4,0.8943720806170943,1.264633276894671,1.818188690966073,2.925056163343874,7.278927891370968e-4,0.8943720806170943,1.264633276894671,1.818188690966073,2.925056163343874,0,0.5666140697881389,0.5666140697881389
2026-05-01,NA,0.061418794278484345,1.1195743585190912,1.5769395202245566,2.140760502990646,2.910040865721239,0.061418794278484345,1.1195743585190912,1.5769395202245566,2.140760502990646,2.910040865721239,0,0.5474552533679956,0.5474552533679956
2026-05-02,NA,0.725260747018095,1.3203094014602414,2.0460083388174155,2.4042328429082014,3.4023087398172267,0.725260747018095,1.3203094014602414,2.0460083388174155,2.4042328429082014,3.4023087398172267,0,0.5640089130239391,0.5640089130239391
2026-05-03,NA,1.179142296651059,1.5105442742324913,1.883863019597241,2.326106106048126,2.95042757963235,1.179142296651059,1.5105442742324913,1.883863019597241,2.326106106048126,2.95042757963235,0,0.2605239717980589,0.2605239717980589
2026-05-04,NA,1.124211782596458,1.49909638994216,2.076480470607946,2.602526970142935,3.1394560955952002,1.124211782596458,1.49909638994216,2.076480470607946,2.602526970142935,3.1394560955952002,0,0.37583096724464554,0.37583096724464554
2026-05-05,NA,1.0463836239800046,1.4541605073398114,1.9310345922954804,2.5988521468470243,2.9705702511659644,1.0463836239800046,1.4541605073398114,1.9310345922954804,2.5988521468470243,2.9705702511659644,0,0.38030881029209457,0.38030881029209457
2026-05-06,NA,0.2968240859623803,1.2227226598902052,1.645317675038495,2.641950801202482,3.2581380270593256,0.2968240859623803,1.2227226598902052,1.645317675038495,2.641950801202482,3.2581380270593256,0,0.7049157657954888,0.7049157657954888
2026-05-07,NA,0.27282120600516563,1.2216920341698567,1.7037282803811822,2.3935162521312154,3.5043744144217728,0.27282120600516563,1.2216920341698567,1.7037282803811822,2.3935162521312154,3.5043744144217728,0,0.7507388772332245,0.7507388772332245
2026-05-08,NA,0.3820354590651386,1.2375161045845606,1.7458638709421628,2.509119026355894,3.386102193850173,0.3820354590651386,1.2375161045845606,1.7458638709421628,2.509119026355894,3.386102193850173,0,0.6978750795066743,0.6978750795066743
2026-05-09,NA,0.687267314497348,1.1125005649321926,1.7624785871107356,2.192472937372885,3.4503443009017922,0.687267314497348,1.1125005649321926,1.7624785871107356,2.192472937372885,3.4503443009017922,0,0.5673903730486141,0.5673903730486141
2026-05-10,NA,0.43045131371061535,1.4831325762764216,2.071265613768418,2.6222262021438487,3.4232806831617846,0.43045131371061535,1.4831325762764216,2.071265613768418,2.6222262021438487,3.4232806831617846,0,0.595301814079613,0.595301814079613
2026-05-11,NA,0.30017824524044934,1.5733159139334894,2.333789002484182,2.703485608458565,3.304317723861487,0.30017824524044934,1.5733159139334894,2.333789002484182,2.703485608458565,3.304317723861487,0,0.6534518244545463,0.6534518244545463
2026-05-12,NA,0.5485072344075586,1.467959517611061,2.374099765218213,2.665960940271174,3.1468429283613273,0.5485072344075586,1.467959517611061,2.374099765218213,2.665960940271174,3.1468429283613273,0,0.5579191293520709,0.5579191293520709
