datetime,observation,forecast_lower_95,forecast_lower_50,forecast_median,forecast_upper_50,forecast_upper_95,analysis_lower_95,analysis_lower_50,analysis_median,analysis_upper_50,analysis_upper_95,K,P_f,P_a
2026-05-24,NA,0.3232373587992168,1.2239700521199497,1.7667474662364009,2.243557067680582,3.0255281560230394,0.3232373587992168,1.2239700521199497,1.7667474662364009,2.243557067680582,3.0255281560230394,0,0.5186075249643635,0.5186075249643635
2026-05-25,NA,0.3224969474830705,1.5110424998503,1.8830775579517278,2.270943698327582,3.044865559569322,0.3224969474830705,1.5110424998503,1.8830775579517278,2.270943698327582,3.044865559569322,0,0.44882311001116165,0.44882311001116165
2026-05-26,1.6760656070709228,0.7417506555382013,1.4961017958916347,1.8891971071219342,2.2648793094531596,2.8412894991133264,1.1069539015656338,1.4717411074306883,1.6701256637088218,1.9153205857224442,2.2686749349135398,0.6588057480425209,0.315338961589974,0.10355939833818492
2026-05-27,NA,0.5932475055544626,1.0636386848253778,1.7220409146721893,2.250702442324262,2.70055844411987,0.5932475055544626,1.0636386848253778,1.7220409146721893,2.250702442324262,2.70055844411987,0,0.3896416514321862,0.3896416514321862
2026-05-28,1.4785772895812987,0.4425531937933076,1.229599022730408,1.6269557369650132,2.324265024181951,2.889336324938948,1.0461561122316396,1.3296255061783797,1.593481792309316,1.7354507343781846,2.2237877458101893,0.7476384902461795,0.4838274388160645,0.10202498438164762
2026-05-29,1.870733618736267,0.7419686771529146,1.208992275830978,1.4530555634596862,1.904187928157774,2.4527560945094464,1.232216372381612,1.5347422616040032,1.8173884386233243,2.0083028660249447,2.2235899382802433,0.5664644284714307,0.2133879374575693,0.07606925182364871
2026-05-30,NA,0.6178084358078004,1.4293073981051159,1.7863890420589292,2.2245972040273188,3.036024216867755,0.6178084358078004,1.4293073981051159,1.7863890420589292,2.2245972040273188,3.036024216867755,0,0.3841224138691488,0.3841224138691488
2026-05-31,NA,0.6513773604898929,1.2219502898611467,1.8364144524958097,2.429726418826217,3.1697756930017467,0.6513773604898929,1.2219502898611467,1.8364144524958097,2.429726418826217,3.1697756930017467,0,0.546424025681681,0.546424025681681
2026-06-01,NA,0.6063923769881019,1.3072797006773738,1.6190786752394342,2.5081281110664317,3.2839976299721876,0.6063923769881019,1.3072797006773738,1.6190786752394342,2.5081281110664317,3.2839976299721876,0,0.5415250132726133,0.5415250132726133
2026-06-02,NA,0.17839648138949593,1.1649975197235332,1.614259775393765,2.119200575396465,2.9435868146763626,0.17839648138949593,1.1649975197235332,1.614259775393765,2.119200575396465,2.9435868146763626,0,0.5332895833201282,0.5332895833201282
