datetime,observation,forecast_lower_95,forecast_lower_50,forecast_median,forecast_upper_50,forecast_upper_95,analysis_lower_95,analysis_lower_50,analysis_median,analysis_upper_50,analysis_upper_95,K,P_f,P_a
2026-07-04,NA,-0.17275717221388265,0.6455808981559474,1.361333464343487,1.8613853412590666,2.388614462636225,-0.17275717221388265,0.6455808981559474,1.361333464343487,1.8613853412590666,2.388614462636225,0,0.5358831582299306,0.5358831582299306
2026-07-05,NA,-0.08580641168830705,0.9281589888999314,1.300568254607282,1.7451849868135356,2.4475764205389794,-0.08580641168830705,0.9281589888999314,1.300568254607282,1.7451849868135356,2.4475764205389794,0,0.4468426346690763,0.4468426346690763
2026-07-06,NA,0.12107657774218034,0.7129453407894099,1.440278513161164,1.8610752829917598,2.3079189822443715,0.12107657774218034,0.7129453407894099,1.440278513161164,1.8610752829917598,2.3079189822443715,0,0.4312393054809353,0.4312393054809353
2026-07-07,NA,-0.04882201006256787,0.7707223224720435,1.2166282860155877,1.6460071341392855,2.7708000352988034,-0.04882201006256787,0.7707223224720435,1.2166282860155877,1.6460071341392855,2.7708000352988034,0,0.45808251403991584,0.45808251403991584
2026-07-08,NA,-0.2914607049749335,0.6296258415183229,1.172135170842728,1.6426065152637968,2.421555742091596,-0.2914607049749335,0.6296258415183229,1.172135170842728,1.6426065152637968,2.421555742091596,0,0.5052692344908322,0.5052692344908322
2026-07-09,NA,-0.28037438847481144,0.763058307781954,1.2567173500758235,1.6679952014877468,2.6213950820099017,-0.28037438847481144,0.763058307781954,1.2567173500758235,1.6679952014877468,2.6213950820099017,0,0.5495332370191851,0.5495332370191851
2026-07-10,NA,-0.08676587854681572,0.8605386379657858,1.3698895597569642,1.6632034458532483,2.5235568151682433,-0.08676587854681572,0.8605386379657858,1.3698895597569642,1.6632034458532483,2.5235568151682433,0,0.4065951400185958,0.4065951400185958
2026-07-11,NA,0.13589853567246646,0.7247773793222351,1.1872461853579122,1.4551175322313066,2.0992908100302192,0.13589853567246646,0.7247773793222351,1.1872461853579122,1.4551175322313066,2.0992908100302192,0,0.25978392326565397,0.25978392326565397
2026-07-12,NA,-0.024931724468552408,0.7354251846878617,1.2908434928498298,1.6966879344025583,2.3112972335643933,-0.024931724468552408,0.7354251846878617,1.2908434928498298,1.6966879344025583,2.3112972335643933,0,0.39455770286706376,0.39455770286706376
2026-07-13,NA,0.008996187689606583,0.8895231267891366,1.1967027759721922,1.8672190506018786,2.749093437027139,0.008996187689606583,0.8895231267891366,1.1967027759721922,1.8672190506018786,2.749093437027139,0,0.5268972379578826,0.5268972379578826
2026-07-14,NA,-0.03243777111779056,0.7318092744164166,1.2219495992210445,1.887827949643506,2.814367868590696,-0.03243777111779056,0.7318092744164166,1.2219495992210445,1.887827949643506,2.814367868590696,0,0.6453476206217517,0.6453476206217517
2026-07-15,NA,4.6481731575892526e-4,0.6694198495965051,1.1905918988166366,1.9917692777015432,2.7299339522841715,4.6481731575892526e-4,0.6694198495965051,1.1905918988166366,1.9917692777015432,2.7299339522841715,0,0.5806187733310234,0.5806187733310234
