datetime,observation,forecast_lower_95,forecast_lower_50,forecast_median,forecast_upper_50,forecast_upper_95,analysis_lower_95,analysis_lower_50,analysis_median,analysis_upper_50,analysis_upper_95,K,P_f,P_a
2026-07-01,NA,-0.14408349418245925,0.6744616135267597,1.3903952631771976,1.8905736518667942,2.417936160798366,-0.14408349418245925,0.6744616135267597,1.3903952631771976,1.8905736518667942,2.417936160798366,0,0.5358831582346898,0.5358831582346898
2026-07-02,NA,-0.05884173291449729,0.9553801981848365,1.327883682446109,1.7726129014867724,2.475182038371343,-0.05884173291449729,0.9553801981848365,1.327883682446109,1.7726129014867724,2.475182038371343,0,0.446842634671237,0.446842634671237
2026-07-03,NA,0.1463148545767624,0.7383333588358603,1.4658505445548131,1.8867537748243481,2.3337105243290237,0.1463148545767624,0.7383333588358603,1.4658505445548131,1.8867537748243481,2.3337105243290237,0,0.43123930548221734,0.43123930548221734
2026-07-04,NA,-0.025451207626012162,0.7943004674241518,1.2403192439885526,1.6698067237933842,2.794884194540775,-0.025451207626012162,0.7943004674241518,1.2403192439885526,1.6698067237933842,2.794884194540775,0,0.4580825140404448,0.4580825140404448
2026-07-05,NA,-0.27001947764391954,0.6513001012709166,1.1939466840016537,1.6645370564028807,2.443683355291035,-0.27001947764391954,0.6513001012709166,1.1939466840016537,1.6645370564028807,2.443683355291035,0,0.5052692344912593,0.5052692344912593
2026-07-06,NA,-0.2608401398398933,0.7828565420828173,1.2766404787882961,1.6880223823936888,2.6416634705190547,-0.2608401398398933,0.7828565420828173,1.2766404787882961,1.6880223823936888,2.6416634705190547,0,0.5495332370189842,0.5495332370189842
2026-07-07,NA,-0.06913187278678462,0.8784123092231882,1.3878920954296614,1.681280189146631,2.541851225550553,-0.06913187278678462,0.8784123092231882,1.3878920954296614,1.681280189146631,2.541851225550553,0,0.40659514001846325,0.40659514001846325
2026-07-08,NA,0.15160241098394883,0.7406302393971235,1.203216048798141,1.4711551664003513,2.11549141830628,0.15160241098394883,0.7406302393971235,1.203216048798141,1.4711551664003513,2.11549141830628,0,0.25978392326588234,0.25978392326588234
2026-07-09,NA,-0.011289990530160443,0.7492592868808262,1.304818114381841,1.710765233487081,2.325530027148348,-0.011289990530160443,0.7492592868808262,1.304818114381841,1.710765233487081,2.325530027148348,0,0.39455770286713293,0.39455770286713293
2026-07-10,NA,0.02059236205542775,0.9013420721030456,1.208599436911666,1.879285350355818,2.7613828486298915,0.02059236205542775,0.9013420721030456,1.208599436911666,1.879285350355818,2.7613828486298915,0,0.5268972379579598,0.5268972379579598
